1	1	59012766	59120351	107585	59012767	59120353	107586	1
2	1	67562260	67631910	69650	67610044	67630390	20346	1
3	1	68317098	68589539	272441	68317098	68589539	272441	-4
4	1	89738135	89950168	212033	89738136	89751660	13524	1
5	1	93744300	93905157	160857	93835340	93905158	69818	1
6	1	120696915	120754434	57519	120696915	120754434	57519	-5
7	1	120887322	121149401	262079	120887322	121149401	262079	-4
8	1	121350677	143881371	22530694	121350677	143881371	22530694	-4
9	1	144095755	144676687	580932	144095755	144676687	580932	-5
10	1	158154741	158516903	362162	158325914	158368351	42437	1
11	1	205922697	206075775	153078	205922697	206075775	153078	-4
12	1	207534964	207575939	40975	207534232	207575940	41708	1
13	1	227644727	227919753	275026	227644728	227919754	275026	1
14	1	228703212	229404294	701082	228703201	228853441	150240	1
15	1	235324774	235330060	5286	235316732	235329669	12937	1
16	1	240084659	240253393	168734	240084660	240221266	136606	1
17	10	5865622	5915452	49830	5865611	5965454	99843	0
18	10	27157072	27398972	241900	27156931	27352885	195954	1
19	10	27531240	27747786	216546	27531241	27659935	128694	1
20	10	28722506	28950711	228205	28913567	28947063	33496	1
21	10	32678701	33112469	433768	32687041	32735091	48050	1
22	10	35152269	35284099	131830	35183814	35284102	100288	1
23	10	35521818	35676708	154890	35510296	35620957	110661	1
24	10	37094546	37191655	97109	37094546	37191655	97109	-4
25	10	37402201	43277986	5875785	37402029	37418680	16651	1
26	10	46218167	46488677	270510	46295238	46363981	68743	1
27	10	51727392	51917603	190211	51727392	51917603	190211	-3
28	10	54540082	55366623	826541	54540083	55150955	610872	1
29	10	74862972	74870164	7192	74862973	74870165	7192	1
30	10	81255099	82019368	764269	81310520	82021567	711047	1
31	10	88976316	89234113	257797	88976316	89234113	257797	-3
32	10	121219507	121224592	5085	121219508	121225118	5610	1
33	11	3098752	3631069	532317	3254443	3412074	157631	1
34	11	17360027	17403485	43458	17360013	17403486	43473	1
35	11	25251145	26296397	1045252	26154848	26210233	55385	1
36	11	48658712	49250334	591622	48658712	49250334	591622	-3
37	11	49827246	51377850	1550604	49827246	51377850	1550604	-5
38	11	51539057	55080583	3541526	51539057	55080583	3541526	-5
39	11	57753858	57844834	90976	57753774	57798435	44661	1
40	11	68709722	68728143	18421	68709706	68728144	18438	1
41	11	71212974	71627032	414058	71212974	71627032	414058	-4
42	11	89350901	89860533	509632	89350901	89860533	509632	-3
43	11	107436639	107452617	15978	107436621	107452863	16242	1
44	12	2823666	2903120	79454	2823666	2903120	79454	-4
45	12	9214464	9901365	686901	9353458	9638513	285055	1
46	12	30943693	30985917	42224	30943693	30985917	42224	-4
47	12	31165338	31424829	259491	31391386	31424830	33444	1
48	12	32537434	32634919	97485	32537435	32552605	15170	1
49	12	33054761	33476533	421772	33054762	33117483	62721	1
50	12	55072925	55351591	278666	55077423	55349884	272461	1
51	12	104351507	104359309	7802	104341750	104351509	9759	1
52	12	108176937	108325357	148420	108176936	108325358	148422	1
53	12	110486420	110488793	2373	110486427	110488794	2367	1
54	12	121497537	121577100	79563	121522225	121547490	25265	1
55	12	132336561	132378991	42430	132336562	132379168	42606	1
56	13	23370461	23853398	482937	23370436	23903400	532964	0
57	13	24896355	25188452	292097	24846355	25187816	341461	0
58	13	25511922	25685086	173164	25511899	25621000	109101	1
59	13	26668986	26784894	115908	26649238	26784895	135657	1
60	13	34260463	34463185	202722	34410572	34480326	69754	1
61	13	41254213	41469941	215728	41254214	41469942	215728	1
62	13	49799059	49821990	22931	49799046	49821991	22945	1
63	13	50161404	50192169	30765	50160940	50194238	33298	1
64	13	52356487	52435459	78972	52355480	52485461	129981	0
65	13	53211718	53226033	14315	53161718	53226134	64416	0
66	13	103089581	103237605	148024	103154789	103235164	80375	1
67	13	103533914	103533915	1	103533915	103583917	50002	1
68	14	25149959	25157192	7233	25149960	25157315	7355	1
69	14	52251174	52272055	20881	52251157	52272056	20899	1
70	14	52598781	52688635	89854	52621321	52688636	67315	1
71	14	58629894	58666612	36718	58629895	58666613	36718	1
72	15	23086601	23914751	828150	23378477	23806450	427973	1
73	15	28586067	29107424	521357	29083987	29157426	73439	0
74	15	32578594	32906987	328393	32617102	32956989	339887	0
75	15	51298173	51349622	51449	51298145	51349790	51645	1
76	15	78956872	79042978	86106	78906872	79042979	136107	0
77	15	80196839	80253398	56559	80285951	80303400	17449	0
78	15	85682414	85829657	147243	85682414	85829657	147243	-1
79	16	3208490	3283710	75220	3274284	3333712	59428	0
80	16	15197331	15260325	62994	15197331	15260325	62994	-4
81	16	15369270	15478874	109604	15369142	15478875	109733	1
82	16	16187414	16252815	65401	16236886	16253429	16543	1
83	16	16388674	16681590	292916	16388674	16681590	292916	-4
84	16	18325190	18608156	282966	18325190	18608156	282966	-5
85	16	28339524	28390845	51321	28339525	28440847	101322	0
86	16	29030948	29661006	630058	29030949	29460518	429569	1
87	16	31520748	46693273	15172525	31520745	34324391	2803646	1
88	17	15625804	15731601	105797	15625804	15731601	105797	-4
89	17	16472951	16917258	444307	16557433	16760023	202590	1
90	17	21343117	25525650	4182533	21343117	25525650	4182533	-3
91	17	28853901	29058377	204476	28853797	29108379	254582	0
92	17	36200511	36351926	151415	36200511	36351926	151415	-4
93	17	43638822	43706746	67924	43638822	43706746	67924	-3
94	17	45150591	45188646	38055	45150591	45188646	38055	-3
95	17	45518436	45560334	41898	45518198	45610336	92138	0
96	17	60326198	60483588	157390	60326198	60483588	157390	-3
97	17	62760387	62990972	230585	62760387	62990972	230585	-3
98	17	66110690	66224207	113517	66110690	66224207	113517	-3
99	18	599224	683166	83942	599203	683167	83964	1
100	18	844532	861722	17190	837719	864630	26911	1
101	18	2534400	2534401	1	2542094	2572776	30682	1
102	18	9972541	10202644	230103	9972542	10202664	230122	1
103	18	11518916	11649353	130437	11523330	11591448	68118	1
104	18	13871680	15016525	1144845	13871680	15016525	1144845	-4
105	18	15155234	18528605	3373371	15155234	18528605	3373371	-3
106	18	41073893	41355914	282021	41073880	41355919	282039	1
107	18	54244819	54267924	23105	54244820	54268002	23182	1
108	18	58201586	58351903	150317	58273306	58333859	60553	1
109	18	65328593	66339761	1011168	65948641	66339916	391275	1
110	19	4173052	4229082	56030	4123052	4222572	99520	1
111	19	6862967	7112183	249216	6971354	7112184	140830	1
112	19	8071013	8366687	295674	8327490	8366719	39229	1
113	19	8811037	8919008	107971	8842300	8919010	76710	1
114	19	11689880	12745060	1055180	12692117	12738720	46603	1
115	19	14683008	15052169	369161	14683009	14911007	227998	1
116	19	15262910	15270296	7386	15262911	15289737	26826	1
117	19	15808207	16163040	354833	16109856	16213042	103186	0
118	19	19774937	28589680	8814743	19774826	20190981	416155	1
119	19	30085362	30093064	7702	30085363	30102680	17317	1
120	19	48707700	48800017	92317	48755481	48791184	35703	1
121	19	51921957	54368915	2446958	53996241	54103549	107308	1
122	2	9278318	9354723	76405	9278319	9283451	5132	1
123	2	10284917	10303009	18092	10284862	10298622	13760	1
124	2	26361943	26394466	32523	26361944	26394467	32523	1
125	2	29024462	29033520	9058	29024463	29034326	9863	1
126	2	53282184	53882943	600759	53345677	53882991	537314	1
127	2	68694726	68715037	20311	68694394	68694568	174	1
128	2	87095119	87345633	250514	87094733	87096013	1280	1
129	2	87996071	88302422	306351	87996071	88302422	306351	-3
130	2	89174373	95642277	6467904	95567225	95642531	75306	1
131	2	97040617	97151065	110448	97040614	97151275	110661	1
132	2	106819719	107383985	564266	106956517	107384176	427659	1
133	2	108798215	109065537	267322	109003898	109065538	61640	1
134	2	110402734	111483204	1080470	110460635	110836565	375930	1
135	2	112960231	112973390	13159	112960231	112973390	13159	-3
136	2	113650007	113723845	73838	113650007	113723845	73838	-3
137	2	114137444	114171139	33695	114137444	114171139	33695	-4
138	2	114321953	114436107	114154	114321953	114436107	114154	-3
139	2	122578025	122585948	7923	122577962	122635950	57988	0
140	2	126347698	127805408	1457710	127034845	127186121	151276	1
141	2	128786667	128848553	61886	128786650	128898555	111905	0
142	2	131914911	132604281	689370	131914911	132604281	689370	-4
143	2	132757591	133138389	380798	132757591	133138389	380798	-3
144	2	138607743	138721435	113692	138645875	138717799	71924	1
145	2	139545160	140065297	520137	139545141	139932590	387449	1
146	2	188395329	189007277	611948	188395330	188581879	186549	1
147	20	1447942	1736101	288159	1447942	1736101	288159	-4
148	20	25606620	29933153	4326533	25606621	29844956	4238335	1
149	21	10592667	14535253	3942586	10592667	14535253	3942586	-5
150	21	14714360	15515528	801168	14713973	15480879	766906	1
151	21	43438088	43490502	52414	43438088	43490502	52414	-3
152	21	45122943	45278940	155997	45116126	45191411	75285	1
153	22	18659740	19010381	350641	18851484	19060383	208899	1
154	22	22338262	23396488	1058226	23265316	23395329	130013	1
155	22	25031504	25201765	170261	24981504	25202289	220785	0
156	22	29156283	29251511	95228	29156284	29168592	12308	1
157	22	32022116	32022117	1	32001379	32022118	20739	1
158	22	32511666	32783299	271633	32650214	32783300	133086	1
159	22	33472414	33658332	185918	33472397	33658333	185936	1
160	22	35953121	35962951	9830	35952255	35962952	10697	1
161	3	12897767	12939278	41511	12897767	12939278	41511	-3
162	3	15163105	15245114	82009	15162936	15245225	82289	1
163	3	16307845	16307846	1	16307561	16328383	20822	1
164	3	20231899	23146386	2914487	20231772	22423312	2191540	1
165	3	27721393	27753690	32297	27708726	27753691	44965	1
166	3	37261140	37269243	8103	37261141	37269244	8103	1
167	3	46423369	46446256	22887	46423277	46446562	23285	1
168	3	52346387	52350060	3673	52346090	52350061	3971	1
169	3	57931230	57993765	62535	57931142	57942323	11181	1
170	3	64009700	64017713	8013	64009489	64018654	9165	1
171	3	75322601	75865702	543101	75322598	75865847	543249	1
172	3	125343459	125725101	381642	125343460	125775103	431643	0
173	3	129038484	129094932	56448	129038484	129094932	56448	-4
174	3	129632650	129931635	298985	129614387	129931636	317249	1
175	3	148087492	148467535	380043	148087413	148370134	282721	1
176	3	148965303	149055816	90513	148994455	149055844	61389	1
177	3	167822106	167857105	34999	167822107	167857107	35000	1
178	3	178105807	178137517	31710	178104927	178122996	18069	1
179	3	182818465	182965714	147249	182818153	182841614	23461	1
180	4	1023731	1109142	85411	1109142	1115656	6514	1
181	4	89000187	89178698	178511	89081111	89178757	97646	1
182	4	95273100	95284699	11599	95273099	95284700	11601	1
183	4	119338945	119339188	243	119338946	119388542	49596	1
184	4	119512723	119596924	84201	119512723	119596924	84201	-3
185	4	120703320	121018693	315373	120703321	120932277	228956	1
186	4	122194687	122242382	47695	122194350	122287094	92744	1
187	4	141190230	141251922	61692	141190230	141251922	61692	-3
188	4	150892329	150966383	74054	150892274	150966490	74216	1
189	4	163096512	163504024	407512	163158824	163504072	345248	1
190	5	7935441	8927745	992304	8773712	8927746	154034	1
191	5	42888975	43446298	557323	43061498	43446299	384801	1
192	5	46118514	49569996	3451482	46118514	49569996	3451482	-4
193	5	96144383	96202316	57933	96144352	96189237	44885	1
194	5	98405239	98439740	34501	98404997	98489742	84745	0
195	5	102728411	102759315	30904	102678411	102759493	81082	0
196	5	110063021	110280120	217099	110062513	110280126	217613	1
197	5	112296881	112310736	13855	112296573	112310826	14253	1
198	5	130339352	130484032	144680	130363373	130492702	129329	1
199	5	134063627	134073478	9851	134063628	134074315	10687	1
200	5	137090938	137225085	134147	137090939	137225086	134147	1
201	5	147624774	147647374	22600	147624730	147647414	22684	1
202	5	150177176	150381711	204535	150358561	150381952	23391	1
203	5	154330989	154331837	848	154346122	154346580	458	1
204	5	171932313	171946752	14439	171932143	171948190	16047	1
205	5	172722349	172736725	14376	172724864	172736728	11864	1
206	5	173663599	173750964	87365	173710943	173800966	90023	0
207	5	177039611	177531363	491752	177039612	177238880	199268	1
208	6	20060798	20065223	4425	20060629	20065224	4595	1
209	6	28502803	29322703	819900	29045965	29069647	23682	1
210	6	33297218	33359177	61959	33297219	33378054	80835	1
